ncalls,tottime,percall (ms),cumtime (s),percall (ms),filename:lineno(function)
59,0.0003617,6.13E-06,0.0003617,6.13E-06,~:0(<built-in method time.strftime>)
2469,0.000356,1.44E-07,0.000356,1.44E-07,__init__.py:158(<lambda>)
1,7.60E-06,7.60E-06,0.0003546,0.0003546,coverage_logger.py:37(_ensure_base_dir)
1,2.60E-05,2.60E-05,0.0003522,0.0003522,argparse.py:1(<module>)
1,0.000243,0.000243,0.0003495,0.0003495,_type_aliases.py:1(<module>)
3,0.0001104,3.68E-05,0.0003494,0.0001165,camera.py:229(_prepare_roi_transform)
529,0.0002175,4.11E-07,0.0003485,6.59E-07,<frozen importlib._bootstrap>:645(parent)
1171,0.0003478,2.97E-07,0.0003478,2.97E-07,~:0(<method 'rfind' of 'str' objects>)
106,5.84E-05,5.51E-07,0.0003475,3.28E-06,__init__.py:164(match)
2773,0.000347,1.25E-07,0.000347,1.25E-07,<frozen importlib._bootstrap>:653(has_location)
22,0.0003466,1.58E-05,0.0003466,1.58E-05,~:0(<method 'setText' of 'PySide6.QtWidgets.QLabel' objects>)
3,0.0003462,0.0001154,0.0003462,0.0001154,~:0(<method 'unpolish' of 'PySide6.QtWidgets.QCommonStyle' objects>)
16,1.19E-05,7.44E-07,0.0003411,2.13E-05,<frozen importlib._bootstrap>:997(exec_module)
1,6.08E-05,6.08E-05,0.0003384,0.0003384,_twodim_base_impl.py:1(<module>)
4,5.79E-05,1.45E-05,0.0003383,8.46E-05,database.py:79(get_all_cameras)
1,1.64E-05,1.64E-05,0.0003381,0.0003381,resources.py:1(<module>)
59,3.94E-05,6.68E-07,0.0003316,5.62E-06,__init__.py:470(format)
64,0.0001135,1.77E-06,0.0003277,5.12E-06,shape_base.py:216(_vhstack_dispatcher)
850,0.0003268,3.85E-07,0.0003268,3.85E-07,~:0(<method 'pop' of 'dict' objects>)
2,0.0003216,0.0001608,0.0003255,0.0001627,~:0(<built-in method writableLocation>)
23,2.36E-05,1.03E-06,0.000323,1.40E-05,overrides.py:177(decorator)
16,0.0003199,2.00E-05,0.0003199,2.00E-05,~:0(<built-in method _imp.exec_builtin>)
2770,0.0003166,1.14E-07,0.0003166,1.14E-07,typing.py:1427(<genexpr>)
536/445,0.0001745,3.92E-07,0.0003166,7.12E-07,typing.py:1443(__hash__)
40,0.0003126,7.82E-06,0.0003126,7.82E-06,~:0(<method 'append' of 'PySide6.QtCharts.QXYSeries' objects>)
1,3.50E-06,3.50E-06,0.0003108,0.0003108,__init__.py:2187(info)
36,9.46E-05,2.63E-06,0.0003081,8.56E-06,getlimits.py:112(_float_to_str)
1223,0.0003041,2.49E-07,0.0003041,2.49E-07,~:0(<built-in method _thread.get_ident>)
10,4.88E-05,4.88E-06,0.0003036,3.04E-05,enum.py:1592(__or__)
4,9.10E-06,2.28E-06,0.0003034,7.59E-05,~:0(<built-in method builtins.next>)
25,7.53E-05,3.01E-06,0.0002969,1.19E-05,_add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
1228/1133,0.0002661,2.35E-07,0.0002961,2.61E-07,~:0(<built-in method builtins.hash>)
575,0.0002547,4.43E-07,0.0002931,5.10E-07,~:0(<method 'extend' of 'list' objects>)
59,0.0002922,4.95E-06,0.0002922,4.95E-06,__init__.py:463(_format)
3,4.46E-05,1.49E-05,0.0002916,9.72E-05,database.py:95(get_camera)
1,2.10E-06,2.10E-06,0.0002911,0.0002911,contextlib.py:136(__enter__)
563,0.0001772,3.15E-07,0.0002889,5.13E-07,typing.py:1765(__eq__)
3,0.0002888,9.63E-05,0.0002888,9.63E-05,~:0(<method 'polish' of 'PySide6.QtWidgets.QCommonStyle' objects>)
5,0.0002884,5.77E-05,0.0002884,5.77E-05,~:0(<method 'setText' of 'PySide6.QtWidgets.QLineEdit' objects>)
2,9.80E-06,4.90E-06,0.0002883,0.0001442,signature_bootstrap.py:49(ensure_shibokensupport)
1690,0.0002859,1.69E-07,0.0002859,1.69E-07,~:0(<built-in method _imp.acquire_lock>)
955,0.0002837,2.97E-07,0.0002837,2.97E-07,roi_selector.py:63(is_complete)
2,5.00E-06,2.50E-06,0.0002806,0.0001403,camera_detail.py:664(edit_roi)
1,1.60E-05,1.60E-05,0.0002793,0.0002793,__init__.py:1(<module>)
17,2.72E-05,1.60E-06,0.000279,1.64E-05,<frozen ntpath>:261(dirname)
152,0.0001486,9.78E-07,0.000275,1.81E-06,queue.py:267(_qsize)
2,3.54E-05,1.77E-05,0.000274,0.000137,stream_worker.py:350(restart_with_new_roi)
1387,0.0002716,1.96E-07,0.0002716,1.96E-07,~:0(<method 'lower' of 'str' objects>)
81,0.0001458,1.80E-06,0.0002715,3.35E-06,threading.py:315(_acquire_restore)
15,7.00E-05,4.67E-06,0.0002688,1.79E-05,functools.py:544(decorating_function)
311,0.0001742,5.60E-07,0.000267,8.59E-07,function_base.py:455(_needs_add_docstring)
1,1.53E-05,1.53E-05,0.0002667,0.0002667,material_detector.py:1(<module>)
34,6.54E-05,1.92E-06,0.0002628,7.73E-06,_abc.py:130(with_segments)
272,0.000223,8.20E-07,0.0002619,9.63E-07,enum.py:961(_find_data_repr_)
1690,0.0002611,1.55E-07,0.0002611,1.55E-07,~:0(<built-in method _imp.release_lock>)
1458,0.0002597,1.78E-07,0.0002597,1.78E-07,_parser.py:112(__init__)
1,6.21E-05,6.21E-05,0.0002586,0.0002586,coverage_logger.py:102(run)
175,0.0002313,1.32E-06,0.0002577,1.47E-06,<frozen importlib._bootstrap_external>:674(_check_name_wrapper)
653,0.0001607,2.46E-07,0.0002567,3.93E-07,typing.py:1437(__eq__)
58,0.0001545,2.66E-06,0.0002529,4.36E-06,<frozen genericpath>:157(_splitext)
1,2.28E-05,2.28E-05,0.0002528,0.0002528,csv.py:1(<module>)
487,0.0001508,3.10E-07,0.0002525,5.19E-07,typing.py:164(_type_convert)
1746,0.000249,1.43E-07,0.000249,1.43E-07,~:0(<built-in method numpy.asanyarray>)
218,0.0002487,1.14E-06,0.0002487,1.14E-06,~:0(<built-in method nt._path_splitroot>)
2,1.73E-05,8.65E-06,0.0002461,0.0001231,main_window.py:489(_request_initial_snapshot)
1090,0.0002453,2.25E-07,0.0002453,2.25E-07,enum.py:91(_is_single_bit)
1,7.64E-05,7.64E-05,0.0002447,0.0002447,camera_detail.py:199(__init__)
4,2.21E-05,5.53E-06,0.0002441,6.10E-05,typing.py:2054(__new__)
204,0.0002428,1.19E-06,0.0002428,1.19E-06,<frozen importlib._bootstrap>:48(_new_module)
460,0.0001592,3.46E-07,0.0002415,5.25E-07,_inspect.py:13(ismethod)
117,0.0001242,1.06E-06,0.0002341,2.00E-06,threading.py:318(_is_owned)
1,2.50E-05,2.50E-05,0.0002324,0.0002324,_pswindows.py:708(Process)
40,0.0002301,5.75E-06,0.0002301,5.75E-06,~:0(<method 'toMSecsSinceEpoch' of 'PySide6.QtCore.QDateTime' objects>)
41,7.11E-05,1.73E-06,0.0002286,5.58E-06,~:0(<method '__typing_subst__' of 'typing.TypeVar' objects>)
1,5.54E-05,5.54E-05,0.0002278,0.0002278,preview_scheduler.py:160(request_snapshot)
1,1.91E-05,1.91E-05,0.0002272,0.0002272,numbers.py:1(<module>)
347/1,0.0001784,0.0001784,0.0002242,0.0002242,__config__.py:19(_cleanup)
26,2.25E-05,8.65E-07,0.0002236,8.60E-06,_local.py:148(__truediv__)
16,2.23E-05,1.39E-06,0.0002227,1.39E-05,<frozen importlib._bootstrap>:989(create_module)
7,1.79E-05,2.56E-06,0.0002211,3.16E-05,<frozen os>:719(__setitem__)
411,0.0002203,5.36E-07,0.0002203,5.36E-07,<frozen importlib._bootstrap_external>:67(_relax_case)
1,3.75E-05,3.75E-05,0.0002198,0.0002198,stream_worker.py:33(StreamWorker)
4,2.26E-05,5.65E-06,0.0002195,5.49E-05,textwrap.py:419(dedent)
16,0.0002162,1.35E-05,0.0002162,1.35E-05,~:0(<method 'addSecs' of 'PySide6.QtCore.QDateTime' objects>)
64,0.0001485,2.32E-06,0.0002142,3.35E-06,shape_base.py:208(_arrays_for_stack_dispatcher)
1,2.36E-05,2.36E-05,0.0002129,0.0002129,_nested_sequence.py:1(<module>)
5,2.14E-05,4.28E-06,0.0002112,4.22E-05,typing.py:1748(__getitem__)
1726,0.0002105,1.22E-07,0.0002105,1.22E-07,typing.py:840(<genexpr>)
91,0.0002073,2.28E-06,0.0002073,2.28E-06,~:0(<built-in method builtins.locals>)
71,0.0002062,2.90E-06,0.0002062,2.90E-06,~:0(<built-in method numpy.empty>)
24,7.79E-05,3.25E-06,0.0002051,8.55E-06,enum.py:1603(__and__)
1,0.0002035,0.0002035,0.0002035,0.0002035,threading.py:674(Barrier)
80,8.56E-05,1.07E-06,0.0002034,2.54E-06,<frozen codecs>:322(decode)
17,0.0002033,1.20E-05,0.0002033,1.20E-05,~:0(<built-in method globalInstance>)
103,0.0001588,1.54E-06,0.0002022,1.96E-06,threading.py:306(__exit__)
5,0.0001993,3.99E-05,0.0001993,3.99E-05,~:0(<method 'takeAt' of 'PySide6.QtWidgets.QBoxLayout' objects>)
7,8.11E-05,1.16E-05,0.0001977,2.82E-05,queue.py:140(put)
